transect_id,province,state,location,site,thermal_category,no_take_zone,longitude,latitude,ntransect,observer,sampling_method,sampling_area_m2,day,month,year,sampling_season,depth,temperature,complexity,visibility,start_time,end_time,biotop
2008_6,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,6,diego_barneche,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,11:10,11:17,slope
2008_7,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,7,diego_barneche,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,11:17,11:23,slope
2008_8,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,8,andrea_dalben,scuba,40,12,april,2008,summer_2008,11,NA,1,NA,10:07,10:20,interface
2008_9,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,9,andrea_dalben,scuba,40,12,april,2008,summer_2008,9,NA,1,NA,10:21,10:37,interface
2008_10,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,10,andrea_dalben,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,10:42,10:59,slope
2008_11,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,11,andrea_dalben,scuba,40,12,april,2008,summer_2008,6,NA,NA,NA,11:01,11:19,slope
2008_12,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,12,andrea_dalben,scuba,40,12,april,2008,summer_2008,10,NA,NA,NA,12:04,12:20,interface
2008_13,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,13,andrea_dalben,scuba,40,12,april,2008,summer_2008,12,NA,NA,NA,12:20,12:30,interface
2008_14,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,14,andrea_dalben,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,12:38,12:52,slope
2008_15,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,15,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,NA,NA,NA,NA,NA,NA,interface
2008_16,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,16,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,10,NA,NA,NA,NA,NA,interface
2008_17,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,17,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,10,NA,NA,NA,NA,NA,interface
2008_18,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,18,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_19,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,19,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_20,swa,santa_catarina,arvoredo_island,saco_do_capim,warmer,no,-48.374168,-27.283483,20,daniel_dinslaken,scuba,40,12,april,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_21,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,21,marcelo_silveira,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,NA,NA,interface
2008_22,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,22,marcelo_silveira,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,NA,NA,interface
2008_23,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,23,marcelo_silveira,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_24,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,24,marcelo_silveira,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_25,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,25,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,10:34,10:41,interface
2008_26,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,26,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,10:41,10:47,interface
2008_27,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,27,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,10:48,10:57,interface
2008_28,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,28,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,10:58,11:05,interface
2008_29,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,29,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,11:07,11:13,interface
2008_30,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,30,diego_barneche,scuba,40,19,april,2008,summer_2008,10,NA,NA,NA,11:14,11:18,interface
2008_31,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,31,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,12:31,12:36,slope
2008_32,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,32,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,12:36,12:42,slope
2008_33,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,33,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,12:44,12:49,slope
2008_34,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,34,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,12:49,12:55,slope
2008_35,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,35,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,12:57,13:02,slope
2008_36,swa,santa_catarina,arvoredo_island,saco_da_agua,warmer,yes,-48.367137,-27.274525,36,diego_barneche,scuba,40,19,april,2008,summer_2008,5,NA,NA,NA,13:02,13:08,slope
2008_37,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,37,diego_barneche,scuba,40,5,april,2008,summer_2008,18,NA,NA,NA,11:50,11:55,interface
2008_38,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,38,diego_barneche,scuba,40,5,april,2008,summer_2008,18,NA,NA,NA,11:56,12:00,interface
2008_39,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,39,diego_barneche,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,12:02,12:10,slope
2008_40,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,40,diego_barneche,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,12:11,12:19,slope
2008_41,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,41,diego_barneche,scuba,40,5,april,2008,summer_2008,5,NA,NA,NA,12:20,12:33,slope
2008_42,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,42,diego_barneche,scuba,40,5,april,2008,summer_2008,15,NA,NA,NA,13:50,13:57,slope
2008_43,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,43,diego_barneche,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,13:59,14:05,slope
2008_44,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,44,diego_barneche,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,14:08,14:15,slope
2008_45,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,45,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,15,NA,2,NA,11:52,12:02,slope
2008_46,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,46,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,15,NA,2,NA,12:02,12:10,slope
2008_47,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,47,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,10,NA,3,NA,12:10,12:18,slope
2008_48,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,48,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,10,NA,3,NA,12:18,12:25,slope
2008_49,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,49,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,10,NA,2,NA,NA,NA,slope
2008_50,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,50,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,10,NA,3,NA,NA,NA,slope
2008_51,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,51,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,5,NA,3,NA,NA,NA,slope
2008_52,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,52,daniel_dinslaken,scuba,40,5,april,2008,summer_2008,5,NA,3,NA,NA,NA,slope
2008_53,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,53,andrea_dalben,scuba,40,5,april,2008,summer_2008,25,NA,NA,NA,NA,NA,interface
2008_54,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,54,andrea_dalben,scuba,40,5,april,2008,summer_2008,20,NA,NA,NA,NA,NA,interface
2008_55,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,55,andrea_dalben,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,NA,NA,slope
2008_56,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,56,andrea_dalben,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,NA,NA,slope
2008_57,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,57,andrea_dalben,scuba,40,5,april,2008,summer_2008,20,NA,NA,NA,NA,NA,interface
2008_58,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,58,andrea_dalben,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,NA,NA,slope
2008_59,swa,santa_catarina,deserta_island,north,warmer,yes,-48.328687,-27.266795,59,andrea_dalben,scuba,40,5,april,2008,summer_2008,10,NA,NA,NA,NA,NA,slope
2008_60,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,60,diego_barneche,scuba,40,2,april,2008,summer_2008,3.5,NA,NA,NA,10:13,10:22,interface
2008_61,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,61,diego_barneche,scuba,40,2,april,2008,summer_2008,3.5,NA,NA,NA,10:22,10:32,interface
2008_62,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,62,diego_barneche,scuba,40,2,april,2008,summer_2008,3.5,NA,NA,NA,10:34,10:45,interface
2008_63,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,63,diego_barneche,scuba,40,2,april,2008,summer_2008,3.5,NA,NA,NA,10:51,11:00,interface
2008_64,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,64,diego_barneche,scuba,40,2,april,2008,summer_2008,3.5,NA,NA,NA,11:05,11:14,interface
2008_65,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,65,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_66,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,66,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_67,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,67,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_68,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,68,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_69,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,69,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_70,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,70,daniel_dinslaken,scuba,40,2,april,2008,summer_2008,3,NA,3,NA,NA,NA,interface
2008_71,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,71,marcelo_silveira,scuba,40,2,april,2008,summer_2008,5,NA,3,NA,NA,NA,interface
2008_72,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,72,marcelo_silveira,scuba,40,2,april,2008,summer_2008,5,NA,3,NA,NA,NA,interface
2008_73,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,73,marcelo_silveira,scuba,40,2,april,2008,summer_2008,5,NA,3,NA,NA,NA,interface
2008_74,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,74,marcelo_silveira,scuba,40,2,april,2008,summer_2008,5,NA,3,NA,NA,NA,interface
2008_75,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,75,andrea_dalben,scuba,40,2,april,2008,summer_2008,8,NA,NA,NA,NA,NA,rhodolith
2008_76,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,76,andrea_dalben,scuba,40,2,april,2008,summer_2008,8,NA,NA,NA,NA,NA,rhodolith
2008_77,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,77,andrea_dalben,scuba,40,2,april,2008,summer_2008,8,NA,NA,NA,NA,NA,rhodolith
2008_78,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,78,andrea_dalben,scuba,40,2,april,2008,summer_2008,6,NA,NA,NA,NA,NA,interface
2008_79,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,79,andrea_dalben,scuba,40,2,april,2008,summer_2008,6,NA,NA,NA,NA,NA,interface
2008_80,swa,santa_catarina,arvoredo_island,rancho_norte,warmer,yes,-48.375147,-27.278552,80,andrea_dalben,scuba,40,2,april,2008,summer_2008,6,NA,NA,NA,NA,NA,interface
2008_81,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,81,diego_barneche,scuba,40,8,march,2008,summer_2008,10,NA,NA,NA,11:31,11:35,interface
2008_82,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,82,diego_barneche,scuba,40,8,march,2008,summer_2008,10,NA,NA,NA,11:35,11:42,interface
2008_83,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,83,diego_barneche,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,11:46,11:55,interface
2008_84,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,84,diego_barneche,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,11:56,12:08,slope
2008_85,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,85,diego_barneche,scuba,40,8,march,2008,summer_2008,10,NA,NA,NA,14:01,14:10,interface
2008_86,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,86,diego_barneche,scuba,40,8,march,2008,summer_2008,11,NA,NA,NA,14:13,14:19,interface
2008_87,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,87,diego_barneche,scuba,40,8,march,2008,summer_2008,11,NA,NA,NA,14:20,14:24,interface
2008_88,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,88,diego_barneche,scuba,40,8,march,2008,summer_2008,11,NA,NA,NA,14:24,14:29,interface
2008_89,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,89,diego_barneche,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,14:30,14:36,slope
2008_90,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,90,marcelo_silveira,scuba,40,8,march,2008,summer_2008,5,NA,3,NA,NA,NA,slope
2008_91,swa,santa_catarina,galé_island,porto_do_bras,warmer,yes,-48.41008,-27.183146,91,marcelo_silveira,scuba,40,8,march,2008,summer_2008,5,NA,3,NA,NA,NA,slope
2008_92,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,92,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,9,NA,NA,NA,NA,NA,interface
2008_93,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,93,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,9,NA,NA,NA,NA,NA,interface
2008_94,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,94,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_95,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,95,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,4,NA,NA,NA,NA,NA,interface
2008_96,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,96,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_97,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,97,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_98,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,98,daniel_dinslaken,scuba,40,8,march,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
2008_99,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,99,sergio_floeter,scuba,40,8,march,2008,summer_2008,7,NA,NA,NA,NA,NA,slope
2008_100,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,100,sergio_floeter,scuba,40,8,march,2008,summer_2008,8,NA,NA,NA,NA,NA,slope
2008_101,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,101,sergio_floeter,scuba,40,8,march,2008,summer_2008,4,NA,3,NA,NA,NA,slope
2008_102,swa,santa_catarina,galé_island,toca_da_salema,warmer,yes,-48.4103,-27.181571,102,sergio_floeter,scuba,40,8,march,2008,summer_2008,3.5,NA,3,NA,NA,NA,slope
2008_103,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,103,diego_barneche,scuba,40,7,march,2008,summer_2008,10,NA,NA,NA,12:10,12:20,interface
2008_104,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,104,diego_barneche,scuba,40,7,march,2008,summer_2008,11,NA,NA,NA,12:23,12:32,interface
2008_105,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,105,diego_barneche,scuba,40,7,march,2008,summer_2008,6,NA,NA,NA,12:36,12:52,slope
2008_106,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,106,diego_barneche,scuba,40,7,march,2008,summer_2008,6,NA,NA,NA,12:53,13:05,slope
2008_107,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,107,diego_barneche,scuba,40,7,march,2008,summer_2008,9,NA,NA,NA,15:25,15:33,interface
2008_108,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,108,diego_barneche,scuba,40,7,march,2008,summer_2008,6,NA,NA,NA,15:34,15:42,slope
2008_109,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,109,marcelo_silveira,scuba,40,7,march,2008,summer_2008,8,NA,2,NA,NA,NA,interface
2008_110,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,110,marcelo_silveira,scuba,40,7,march,2008,summer_2008,5,NA,3,NA,NA,NA,slope
2008_111,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,111,marcelo_silveira,scuba,40,7,march,2008,summer_2008,8,NA,2,NA,NA,NA,interface
2008_112,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,112,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,8,NA,NA,NA,12:17,NA,interface
2008_113,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,113,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,8,NA,NA,NA,12:40,NA,interface
2008_114,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,114,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,8,NA,NA,NA,13:00,NA,interface
2008_115,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,115,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,5,NA,NA,NA,13:15,NA,slope
2008_116,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,116,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,8,NA,NA,NA,NA,NA,interface
2008_117,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,117,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,8,NA,NA,NA,NA,NA,interface
2008_118,swa,santa_catarina,galé_island,lili_shipwreck,warmer,yes,-48.409619,-27.180125,118,daniel_dinslaken,scuba,40,7,march,2008,summer_2008,5,NA,NA,NA,NA,NA,slope
